koloniSistemKimlik,kovanNoSnapshot,tarih,citaSayisi,bal_cita,yavruluCita,yavruDuzeni,mizac,beslemeTipi,beslemeYapildi,varroaMucadele,anaAriGoruldu,varroaGoruldu,ogulBelirtisi,ogulAtti,bolmeYapildi,kovanSondu,anaUretimGirisimVarMi,anasizBirakildiMi,anasizBaslangicTarihi,larvaYasiGun,memeDurumu,erkekAriDurumu,ciftlesmeDurumu,anaDegisimPlanlandiMi,notlar,sezon,kaynakKoloniNoNottan,kaynakKoloniSistemKimlikNottan,tureyenKoloniNoListesiNottan,tureyenKoloniSistemKimlikleri,olayTipiOneri,ayristirmaGuveni,ayristirmaNotu
KOL-017,13,2026-04-01,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-017,13,2026-04-06,8,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 kabarmış petek ilave Varroa ve besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-018,2,2025-04-22,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,19'dan bölündü - şurup verildi.,uretim,19,KOL-003,,,child_created_from_split,yüksek,
KOL-018,2,2025-04-23,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Zayıf - Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-018,2,2025-04-25,4,,,,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,açık,,,0,Açık ana gözleri var. Beslendi.  Varroa Vetorax,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-018,2,2025-04-28,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,yüksek,
KOL-018,2,2025-05-07,4,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-05-10,4,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-05-24,6,,,günlük var,,1/1 şurup,1,,,,,0,0,0,0,0,,1,,,yumurtluyor,0,"Günlükler var. Çok iyi. Kapalı yavrular. 1 Temel, 1 Kabarmış kara petek ilave. Besleme. Normal koloni düzeni.",uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-018,2,2025-06-02,8,,,günlük var; kapalı yavru var,,1/1 şurup,1,timol,,,,0,0,0,0,0,,1,,,yumurtluyor,0,2 Kabarmış ilave. Kapalı ve günlükler var. Beslendi. Varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-018,2,2025-06-08,10,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,2 Çıta ilave. Fondan verildi. Kata takip.,uretim,,,,,,yüksek,
KOL-018,2,2025-06-14,10,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-06-19,10,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-06-26,10,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Henüz boşluklar var. İyi durumda. Kat için bekleyelim. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-07-05,10,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ful. Kat takibi yap.,uretim,,,,,,yüksek,
KOL-018,2,2025-07-10,14,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Kat atıldı. 1 Temel petek. 3 Kabarmış ilave. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-07-24,16,,,,,,0,,,,,0,0,0,0,0,,,,,,0,2 Temel petek ilave.,uretim,,,,,,yüksek,
KOL-018,2,2025-08-05,11,5,,,,,0,,,,,0,0,0,0,0,,,,,,0,5 ÇITA BAL alındı,uretim,,,,,,yüksek,
KOL-018,2,2025-08-19,11,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-08-23,8,3,,,,,0,,,,,0,0,0,0,0,,,,,,0,3 ÇITA BALLI alındı.,uretim,,,,,,yüksek,
KOL-018,2,2025-09-07,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Fena değil Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-09-13,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-018,2,2025-10-13,8,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-018,2,2025-11-13,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-018,2,2025-11-17,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-018,2,2025-11-22,8,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-018,2,2026-01-13,6,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-018,2,2026-01-20,6,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-018,2,2026-02-24,4,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı. Çıta sayıları son iki kontrol için yanlış girilmiş.,kis,,,,,,yüksek,
KOL-018,2,2026-02-25,4,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu.,kis,,,,,,yüksek,
KOL-018,2,2026-03-07,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı. Bölme tahtası yok.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-018,2,2026-03-10,4,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı. Bölme tahtası eklendi,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-018,2,2026-03-12,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 temel petek ilave yapıldı. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-018,2,2026-04-01,5,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-018,2,2026-04-06,7,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 temel1 kabarmış ilave  petek ilave Varroa ve besleme. Blok yavru,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-019,30,2025-04-22,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,25'den bölündü - şurup verildi.,uretim,25,KOL-013,,,child_created_from_split,yüksek,
KOL-019,30,2025-04-23,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Zayıf. Besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-019,30,2025-04-25,3,,,,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,,,,0,Ana gözleri var. Kapalı olan kırıldı. Besleme eskiden kalan bırakıldı. Varroa Vetorax.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-019,30,2025-04-28,3,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İşlem yapılmadı. Ortaya kova ile şerbet konuldu.,uretim,,,,,,yüksek,
KOL-019,30,2025-05-07,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-05-10,3,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. İyi görünüyor.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-05-24,3,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Yavru görülemedi. Bekle. Polenli ballı petekler var.,uretim,,,,,,yüksek,
KOL-019,30,2025-06-02,4,,,günlük var; kapalı yavru var,,,0,,,,,0,0,0,0,0,,1,,,yumurtluyor,0,1 Adet kabarmış ilave edildi. Kapalı ve günlükler var. Normal koloni düzeni.,uretim,,,,,,yüksek,
KOL-019,30,2025-06-08,6,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,2 Çıta kabarmış eklendi.Fondan verildi.,uretim,,,,,,yüksek,
KOL-019,30,2025-06-14,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-06-19,6,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Vannoa,uretim,,,,,,yüksek,
KOL-019,30,2025-06-26,6,,,yavru var,,,0,timol,,,,0,0,0,0,0,,,,,,0,Son iki çıta boş. Fakat güçlü küpülı yavru var. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-07-05,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-07-10,6,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-07-24,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Telem petek ilave,uretim,,,,,,yüksek,
KOL-019,30,2025-08-05,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,işlem yok,uretim,,,,,,yüksek,
KOL-019,30,2025-08-19,7,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-08-23,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İşlem yok,uretim,,,,,,yüksek,
KOL-019,30,2025-09-07,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Orta şeker. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-09-10,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-09-13,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-019,30,2025-10-13,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-019,30,2025-11-13,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-019,30,2025-11-17,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-019,30,2025-11-22,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-019,30,2026-01-13,,,,,,,0,,,,,0,0,0,0,0,,,,,,0,sönmüş,kis,,,,,,yüksek,
KOL-020,31,2025-04-22,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,işlem yapılmadı,uretim,,,,,,yüksek,
KOL-020,31,2025-04-23,5,,,,,1/1 şurup,1,,,,,0,1,0,0,0,,,,,,0,Bölündü (9) - 1 kabarmış petek ve şurup verildi.,uretim,,,9,KOL-009,parent_split,yüksek,
KOL-020,31,2025-04-25,6,,,,,1/1 şurup,1,vetorax,,,,0,0,0,0,0,,,,,,0,Çift besleme yapıldı. 1 Çıta ilave yapıldı. Varroa Vetorax.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2025-04-28,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Filizkıran rüzgarı sebebi ile yalnızca hızlıca besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2025-05-05,8,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Beslendi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2025-05-07,9,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,İyi durumda. 1 Temel petek. Varroa. Beslendi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-020,31,2025-05-10,14,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Kat atıldı. Karışık petek uygulandı. Varroa. Beslendi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-020,31,2025-05-14,12,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 Karakovan 1 temel pete alındı.  11 ve 16 ya yavrulu petekler verildi. Beslendi varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-020,31,2025-05-20,12,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Beslendi varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-020,31,2025-05-24,13,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,"İyi durumda. 1 Kabarmış, kara petek ilave. Beslendi.",uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2025-06-02,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,6 kabarmış petek ilave edildi. Çok iyi durumda. Kalabalık. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-06-14,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Ballık ilerliyor. Katta yavru görünmüyor.,uretim,,,,,,yüksek,
KOL-020,31,2025-06-19,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-06-26,19,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,Kalabalık. Ballı. Yavrular var. Varroa. Dışarı yayılmış. Şerbet poşeti kalmış. Çıkarmaya uğraştıkları için.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-07-05,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-07-10,19,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-07-13,22,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,"1 Kabarmış, 1 Temel Petek, 1 Karakovan ilave edildi. Varroa.",uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-07-24,22,,,,,,0,,,,,0,0,0,0,0,,,,,,0,3. Kat düşün?,uretim,,,,,,yüksek,
KOL-020,31,2025-08-05,11,11,,,,,0,,,,,0,0,0,0,0,,,,,,0,11 ÇITA BAL alındı. Süper bal yapmış.,uretim,,,,,,yüksek,
KOL-020,31,2025-08-19,11,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-08-23,7,2,,,,,0,,,,,0,0,0,0,0,,,,,,0,2 Çıta boş. 2 ÇITA BALLI alındı.,uretim,,,,,,yüksek,
KOL-020,31,2025-09-07,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,6 idi 1 çıta 1 nolu kovandan aktarıldı. Kalabalık. İyi durumda Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-09-10,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-09-13,7,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-020,31,2025-10-13,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-020,31,2025-11-13,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-020,31,2025-11-17,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-020,31,2025-11-22,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-020,31,2026-01-13,7,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-020,31,2026-01-20,7,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-020,31,2026-02-24,6,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Gereksiz çıtalar alındı.,kis,,,,,,yüksek,
KOL-020,31,2026-02-25,6,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu. Az beslendi.,kis,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2026-03-07,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2026-03-10,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Gayet iyi görünüyor. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2026-03-12,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çok az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-020,31,2026-04-01,6,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
KOL-020,31,2026-04-06,7,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,1 kabarmış petek ilave Varroa ve besleme,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-021,11,2025-05-01,3,,,,,kek,1,,,,,0,0,0,0,0,,,,,,0,"Oğul yakalandı. 15. Kovandan çıkmış. 3 Petek verildi. 2 Kara petek, 1 Temel Petek. Kek verildi.",uretim,15,KOL-002,,,swarm_captured,yüksek,
KOL-021,11,2025-05-07,4,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,1 Temel petek ilave. İyi durumda. Kek ile beslendi. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-05-10,4,,,,,kek,1,timol,,,,0,0,0,0,0,,,,,,0,Kek ile beslendi.  Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-05-14,6,,,,,1/1 şurup,1,timol,,,,0,0,0,0,0,,,,,,0,31'den yavrulu petek desteği verildi. İyi durumda günlük yumutalar var. Beslendi varroa.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-021,11,2025-05-20,6,,,günlük var,,1/1 şurup,1,timol,,,,0,0,0,0,0,,1,,,yumurtluyor,0,Günlükler var. Beslendi. Varroa. Normal koloni bakım düzenine geçildi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi | Varroa yöntemi genel ifadeden sezona göre türetildi"
KOL-021,11,2025-05-24,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,1 Temel petek ilave. Güzel durumda yavrular var. Beslendi.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-021,11,2025-06-02,8,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,1 Adet kabarmış ilave edildi. Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-06-08,10,,,,,fondan,1,,,,,0,0,0,0,0,,,,,,0,2 Çıta ilave. Fondan verildi.,uretim,,,,,,yüksek,
KOL-021,11,2025-06-14,10,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-06-19,14,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Kat atıldı. Varroa,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-06-26,16,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İki çıta ilave. Sıkışık. İyi. Ballı.,uretim,,,,,,yüksek,
KOL-021,11,2025-07-05,17,,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 Kabarmış petek ilave.,uretim,,,,,,yüksek,
KOL-021,11,2025-07-10,17,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa.  Kat olabilir ???,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-07-13,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,"1 Temel, 1 Kabarmış verildi.",uretim,,,,,,yüksek,
KOL-021,11,2025-07-24,19,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Güzel. Ballı,uretim,,,,,,yüksek,
KOL-021,11,2025-08-05,9,10,,,,,0,,,,,0,0,0,0,0,,,,,,0,10 ÇITA BAL alındı. Süper bal yapmış.,uretim,,,,,,yüksek,
KOL-021,11,2025-08-19,9,,,,,,0,timol,,,,0,0,0,0,0,,,,,,0,Varroa. Alt Kapak Takıldı.,uretim,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-08-23,8,1,,,,,0,,,,,0,0,0,0,0,,,,,,0,1 ÇITA BALLI ALINDI,uretim,,,,,,yüksek,
KOL-021,11,2025-09-07,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Kalabalık. Sıkışık. Varroa 1. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-09-10,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 2. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-09-13,8,,,,,,0,varroset,,,,0,0,0,0,0,,,,,,0,Varroa 3. Gün,kis,,,,,,orta,Varroa yöntemi genel ifadeden sezona göre türetildi
KOL-021,11,2025-10-13,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,iyi görünüyor,kis,,,,,,yüksek,
KOL-021,11,2025-11-13,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Çuval invert şurup,kis,,,,,,yüksek,
KOL-021,11,2025-11-17,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-021,11,2025-11-22,7,,,,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İnvert Şurup,kis,,,,,,yüksek,
KOL-021,11,2026-01-13,7,,,,,,0,oksalik asit damlatma,,,,0,0,0,0,0,,,,,,0,Oksalik asit damlatma,kis,,,,,,yüksek,
KOL-021,11,2026-01-20,7,,,,,,0,oksalik asit sprey,,,,0,0,0,0,0,,,,,,0,Oksalik Asit sprey,kis,,,,,,yüksek,
KOL-021,11,2026-02-24,7,,,kapalı yavru var,,2/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi görünüyor. Kapalı yavru var.  1/1 şerbet ile besleme yapıldı. Kalabalık,kis,,,,,,yüksek,
KOL-021,11,2026-02-25,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,Kapak nemi pürmüz ile kurutuldu.,kis,,,,,,yüksek,
KOL-021,11,2026-03-07,7,,,,,,0,,,,,0,0,0,0,0,,,,,,0,İyi durumda. Az beseme yapıldı. Bölme tahtası eksik.,uretim,,,,,,yüksek,
KOL-021,11,2026-03-10,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,İyi durumda. Az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-021,11,2026-03-12,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Bölme tahtası ilave edildi. Çok az besleme yapıldı.,uretim,,,,,,orta,"Besleme tipi genel ""besleme"" ifadesinden sezona göre türetildi"
KOL-021,11,2026-04-01,7,,,,,1/1 şurup,1,,,,,0,0,0,0,0,,,,,,0,Kalabalık. Herşey yolunda. Besleme yapıldı. 1/1 şurup ile,uretim,,,,,,yüksek,
